                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    291,                 1.0566,                  1.725,                0.13315,                0.92211,                 1.4907,                0.55835,                0.71835,                0.58703,                0.36629,                0.69169,                0.65549,                0.63742,                 0.4299,                 1.5231,                 2.5404,                0.09343,                 1.3912,                 1.9345,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    292,                 1.0534,                 1.6625,                0.13042,                0.90651,                 1.4923,                0.56732,                0.70098,                 0.5916,                0.36845,                0.62381,                0.63871,                0.64327,                0.42938,                 1.5212,                 2.5625,                0.09548,                 1.3877,                 1.9374,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    293,                 1.0564,                 1.6464,                 0.1281,                0.88929,                 1.4891,                0.55871,                0.72288,                0.58736,                0.36282,                0.65464,                0.65517,                0.63602,                0.42681,                 1.5546,                 2.6331,                0.09095,                 1.3886,                 1.9708,              4.044e-05,              4.044e-05,              4.044e-05
                    294,                 1.0495,                 1.6385,                0.12782,                0.89417,                 1.4886,                0.55761,                0.71904,                0.57868,                0.35961,                0.59619,                0.62597,                0.63047,                0.42432,                 1.5589,                 2.6617,                0.09083,                 1.4278,                 1.9697,             3.6774e-05,             3.6774e-05,             3.6774e-05
                    295,                 1.0256,                 1.6334,                0.12908,                 0.8908,                 1.4855,                0.57308,                0.72063,                 0.5801,                0.36746,                0.66172,                0.62425,                0.62853,                0.43172,                 1.5595,                 2.6126,                 0.0877,                 1.4217,                 1.9635,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    296,                 1.0278,                 1.6547,                0.12087,                0.88624,                 1.4826,                0.56408,                0.72316,                0.58019,                0.36279,                0.65432,                0.62331,                0.63327,                0.43052,                 1.5489,                 2.5902,                0.08655,                 1.4129,                 1.9598,             2.9442e-05,             2.9442e-05,             2.9442e-05
                    297,                 1.0221,                 1.6244,                0.11582,                0.88278,                 1.4613,                0.56604,                0.72359,                0.58034,                0.36041,                0.63897,                0.62132,                0.62614,                0.43219,                 1.5438,                  2.585,                0.08349,                 1.4098,                 1.9546,             2.5775e-05,             2.5775e-05,             2.5775e-05
                    298,                 1.0103,                 1.6331,                0.11752,                0.88249,                  1.449,                0.57161,                0.72439,                0.58204,                0.36128,                0.64652,                 0.6358,                0.63115,                0.43188,                 1.5318,                 2.5983,                0.08114,                  1.404,                 1.9425,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    299,                 1.0376,                 1.6484,                0.12137,                0.89182,                 1.4847,                0.56897,                0.72486,                0.59125,                0.36628,                0.65928,                0.63967,                0.63093,                0.43292,                  1.553,                 2.6485,                 0.0819,                 1.4351,                 1.9571,             1.8443e-05,             1.8443e-05,             1.8443e-05
                    300,                 1.0143,                 1.5689,                0.11872,                0.87326,                 1.4774,                0.56766,                0.72813,                0.59169,                0.36576,                0.66681,                0.63335,                0.63097,                0.43263,                 1.5695,                 2.6819,                0.08427,                 1.4529,                 1.9669,             1.4776e-05,             1.4776e-05,             1.4776e-05
